Company_ID,Expert_E_a_practicing_muslim_man,Expert_E_a_practicing_christian_woman
PayRatio_100_238,60,60
Diversity_1_23,60,60
Diversity_2_1,20,20
Diversity_3_33,60,60
Diversity_4_22,60,60
Diversity_5_36,60,60
Diversity_6_40,60,60
Diversity_7_44,60,60
Diversity_8_28,60,60
Diversity_9_26,42,60
Diversity_10_19,60,60
Diversity_11_40,60,60
Diversity_12_44,60,60
Diversity_13_60,85,85
Diversity_14_22,60,60
Diversity_15_0,60,60
Diversity_16_27,60,60
Diversity_17_0,60,60
Diversity_18_37,60,60
Diversity_19_19,60,60
Diversity_20_34,60,60
Diversity_21_35,60,60
Diversity_22_27,60,60
Diversity_23_46,72,72
Diversity_24_34,60,60
Diversity_25_41,60,60
Diversity_26_60,85,85
Diversity_27_10,60,60
Diversity_28_16,60,60
Diversity_29_59,85,85
Diversity_30_59,72,85
Diversity_31_53,85,85
Diversity_32_52,60,85
Diversity_33_44,60,60
Diversity_34_41,60,60
Diversity_35_12,60,60
Diversity_36_37,60,60
Diversity_37_30,60,60
Diversity_38_26,42,60
Diversity_39_30,60,60
Diversity_40_16,60,60
Diversity_41_17,60,60
Diversity_42_41,60,60
Diversity_43_25,60,60
Diversity_44_24,60,60
Diversity_45_41,60,60
Diversity_46_39,60,60
Diversity_47_14,60,60
Diversity_48_43,60,60
Diversity_49_57,85,85
Diversity_50_17,60,60
Diversity_51_40,60,60
Diversity_52_36,60,60
Diversity_53_34,60,60
Diversity_54_43,60,60
Diversity_55_34,60,60
Diversity_56_60,85,85
Diversity_57_54,85,85
Diversity_58_50,60,60
Diversity_59_27,60,60
Diversity_60_35,60,60
Diversity_61_23,60,60
Diversity_62_39,60,60
Diversity_63_11,60,60
Diversity_64_47,60,60
Diversity_65_3,60,20
Diversity_66_54,85,85
Diversity_67_48,72,60
Diversity_68_33,60,60
Diversity_69_41,60,60
Diversity_70_37,60,60
Diversity_71_2,60,20
Diversity_72_8,60,60
Diversity_73_54,85,85
Diversity_74_29,42,60
Diversity_75_56,72,85
Diversity_76_14,60,60
Diversity_77_53,85,85
Diversity_78_29,60,60
Diversity_79_44,60,60
Diversity_80_8,60,60
Diversity_81_38,72,60
Diversity_82_20,60,60
Diversity_83_18,60,60
Diversity_84_56,72,85
Diversity_85_10,60,60
Diversity_86_25,60,60
Diversity_87_15,60,60
Diversity_88_44,60,60
Diversity_89_20,60,60
Diversity_90_59,72,85
Diversity_91_47,60,60
Diversity_92_60,85,85
Diversity_93_24,60,60
Diversity_94_46,72,72
Diversity_95_3,20,20
Diversity_96_11,60,60
Diversity_97_16,60,60
Diversity_98_50,60,60
Diversity_99_8,60,60
Diversity_100_10,60,60
