Company_ID,Expert_E_a_25-year-old,Expert_E_a_60-year-old
PayRatio_5_163,60,85
PayRatio_6_249,60,80
PayRatio_7_284,60,80
PayRatio_8_425,60,80
PayRatio_9_216,60,85
PayRatio_10_449,60,85
PayRatio_11_306,60,40
PayRatio_12_70,60,40
PayRatio_13_157,60,40
PayRatio_14_332,60,80
PayRatio_15_469,60,85
PayRatio_16_242,60,85
PayRatio_17_345,60,80
PayRatio_18_302,60,85
PayRatio_19_146,60,72
PayRatio_20_479,60,85
PayRatio_21_315,60,85
PayRatio_22_208,60,40
PayRatio_23_272,60,85
PayRatio_24_107,60,85
PayRatio_25_431,60,85
PayRatio_26_258,60,40
PayRatio_27_206,60,40
PayRatio_28_172,60,85
PayRatio_29_386,60,80
PayRatio_30_114,60,40
PayRatio_31_390,60,80
PayRatio_32_218,60,85
PayRatio_33_70,60,40
PayRatio_34_439,60,85
PayRatio_35_495,60,80
PayRatio_36_307,60,85
PayRatio_37_100,60,80
PayRatio_38_186,60,40
PayRatio_39_348,60,80
PayRatio_40_255,60,80
PayRatio_41_309,60,40
PayRatio_42_190,60,85
PayRatio_43_376,60,80
PayRatio_44_463,60,80
PayRatio_45_269,60,85
PayRatio_46_419,60,85
PayRatio_47_93,60,85
PayRatio_48_318,60,40
PayRatio_49_445,60,85
PayRatio_50_219,60,85
PayRatio_51_61,40,40
PayRatio_52_329,60,80
PayRatio_53_271,60,85
PayRatio_54_331,60,80
PayRatio_55_177,60,85
PayRatio_56_416,60,85
PayRatio_57_50,60,30
PayRatio_58_165,60,85
PayRatio_59_445,60,85
PayRatio_60_261,60,40
PayRatio_61_346,60,80
PayRatio_62_132,60,40
PayRatio_63_63,40,40
PayRatio_64_271,60,85
PayRatio_65_34,60,40
PayRatio_66_259,60,80
PayRatio_67_229,60,85
PayRatio_68_332,60,80
PayRatio_69_175,60,40
PayRatio_70_86,60,40
PayRatio_71_330,60,40
PayRatio_72_384,60,80
PayRatio_73_259,60,80
PayRatio_74_383,60,85
PayRatio_75_131,60,40
PayRatio_76_279,60,40
PayRatio_77_84,60,40
PayRatio_78_288,60,40
PayRatio_79_172,60,85
PayRatio_80_310,60,40
PayRatio_81_422,60,85
PayRatio_82_436,60,80
PayRatio_83_348,60,85
PayRatio_84_165,60,85
PayRatio_85_144,60,80
PayRatio_86_234,60,40
PayRatio_87_129,60,40
PayRatio_88_490,60,80
PayRatio_89_314,60,40
PayRatio_90_20,60,40
PayRatio_91_281,60,85
PayRatio_92_21,60,40
PayRatio_93_209,60,85
PayRatio_94_58,60,40
PayRatio_95_489,60,85
PayRatio_96_273,60,80
PayRatio_97_87,60,40
PayRatio_98_314,60,40
PayRatio_99_430,60,85
PayRatio_100_257,60,80
Diversity_1_47,60,72
Diversity_2_47,60,72
Diversity_3_3,20,20
Diversity_4_54,60,85
Diversity_5_60,85,85
Diversity_6_21,60,40
Diversity_7_57,85,85
Diversity_8_10,40,20
Diversity_9_17,42,42
Diversity_10_30,60,40
Diversity_11_40,60,60
Diversity_12_17,42,42
Diversity_13_33,60,40
Diversity_14_44,60,72
Diversity_15_57,85,85
Diversity_16_37,60,42
Diversity_17_20,40,40
Diversity_18_49,60,72
Diversity_19_12,40,40
Diversity_20_5,20,20
Diversity_21_42,60,60
Diversity_22_25,60,40
Diversity_23_52,60,85
Diversity_24_8,20,20
Diversity_25_53,85,85
Diversity_26_30,60,40
Diversity_27_30,60,40
Diversity_28_26,42,42
Diversity_29_32,60,40
Diversity_30_23,60,42
Diversity_31_50,60,85
Diversity_32_52,60,85
Diversity_33_4,20,20
Diversity_34_15,40,40
Diversity_35_43,60,72
Diversity_36_56,72,85
Diversity_37_35,60,40
Diversity_38_8,20,20
Diversity_39_58,72,72
Diversity_40_41,60,72
Diversity_41_27,42,42
Diversity_42_0,20,20
Diversity_43_47,60,72
Diversity_44_38,72,42
Diversity_45_18,42,42
Diversity_46_13,42,40
Diversity_47_52,60,85
Diversity_48_39,60,72
Diversity_49_20,60,40
Diversity_50_8,20,20
Diversity_51_21,60,40
Diversity_52_20,40,40
Diversity_53_12,40,40
Diversity_54_56,72,85
Diversity_55_35,60,40
Diversity_56_6,20,20
Diversity_57_9,60,20
Diversity_58_2,20,20
Diversity_59_4,20,20
Diversity_60_17,42,42
Diversity_61_36,60,42
Diversity_62_43,60,72
Diversity_63_32,60,40
Diversity_64_59,72,85
Diversity_65_18,42,42
Diversity_66_3,20,20
Diversity_67_35,60,40
Diversity_68_33,60,40
Diversity_69_44,60,72
Diversity_70_23,60,40
Diversity_71_15,40,40
Diversity_72_6,20,20
Diversity_73_0,20,20
Diversity_74_46,72,72
Diversity_75_26,42,42
Diversity_76_52,60,85
Diversity_77_29,42,42
Diversity_78_55,60,85
Diversity_79_22,60,40
Diversity_80_24,60,40
Diversity_81_27,42,42
Diversity_82_51,85,85
Diversity_83_46,72,72
Diversity_84_6,20,20
Diversity_85_50,60,85
Diversity_86_33,60,40
Diversity_87_37,60,42
Diversity_88_28,42,42
Diversity_89_33,60,40
Diversity_90_27,42,42
Diversity_91_6,20,20
Diversity_92_28,42,42
Diversity_93_18,42,42
Diversity_94_26,42,42
Diversity_95_21,60,40
Diversity_96_43,60,72
Diversity_97_33,60,40
Diversity_98_28,42,42
Diversity_99_55,60,85
Diversity_100_17,42,42
