Company_ID,Expert_E_a_practicing_muslim,Expert_E_a_practicing_christian
Diversity_77_45,60,60
Diversity_78_30,60,60
Diversity_79_13,60,60
Diversity_80_30,60,60
Diversity_81_27,60,60
Diversity_82_32,60,60
Diversity_83_18,60,60
Diversity_84_53,85,85
Diversity_85_44,60,60
Diversity_86_11,60,60
Diversity_87_26,60,42
Diversity_88_49,60,60
Diversity_89_15,60,60
Diversity_90_22,60,60
Diversity_91_25,60,60
Diversity_92_12,60,60
Diversity_93_20,60,60
Diversity_94_6,20,20
Diversity_95_46,72,72
Diversity_96_42,60,60
Diversity_97_58,72,72
Diversity_98_1,20,20
Diversity_99_28,60,60
Diversity_100_30,60,60
