Company_ID,Expert_E_a_25-year-old_practicing_muslim_man,Expert_E_a_60-year-old_practicing_christian_woman
Diversity_41_40,64,64
Diversity_42_31,43,43
Diversity_43_40,64,64
Diversity_44_31,43,43
Diversity_45_14,43,42
Diversity_46_8,31,31
Diversity_47_13,43,43
Diversity_48_2,31,30
Diversity_49_53,71,71
Diversity_50_59,71,71
Diversity_51_46,64,64
Diversity_52_29,43,43
Diversity_53_24,43,42
Diversity_54_58,71,72
Diversity_55_13,43,43
Diversity_56_29,43,43
Diversity_57_24,43,42
Diversity_58_37,64,64
Diversity_59_45,71,71
Diversity_60_28,42,42
Diversity_61_19,43,43
Diversity_62_3,31,31
Diversity_63_46,64,64
Diversity_64_59,71,71
Diversity_65_9,41,41
Diversity_66_2,31,30
Diversity_67_5,31,31
Diversity_68_7,31,31
Diversity_69_11,41,41
Diversity_70_59,71,71
Diversity_71_44,64,64
Diversity_72_58,71,72
Diversity_73_3,31,31
Diversity_74_20,41,41
Diversity_75_9,31,41
Diversity_76_30,51,51
Diversity_77_8,31,31
Diversity_78_10,41,31
Diversity_79_3,31,31
Diversity_80_29,43,43
Diversity_81_30,51,51
Diversity_82_42,64,64
Diversity_83_58,71,72
Diversity_84_8,31,31
Diversity_85_26,43,42
Diversity_86_6,31,31
Diversity_87_24,43,42
Diversity_88_53,71,71
Diversity_89_8,31,31
Diversity_90_24,43,43
Diversity_91_22,42,42
Diversity_92_38,64,64
Diversity_93_43,64,64
Diversity_94_38,64,64
Diversity_95_36,64,64
Diversity_96_44,64,64
Diversity_97_48,71,71
Diversity_98_18,42,42
Diversity_99_22,42,42
Diversity_100_59,71,71
