Company_ID,Expert_E_a_25-year-old_practicing_muslim,Expert_E_a_60-year-old_practicing_christian
Trees_7_660319,64,64
Trees_8_102710,64,64
Trees_9_404070,64,64
Trees_10_51575,64,64
Trees_11_323585,64,64
Trees_12_223311,64,64
Trees_13_118558,64,64
Trees_14_426376,64,64
Trees_15_140807,64,64
Trees_16_670480,64,64
Trees_17_201224,64,64
Trees_18_869000,64,64
Trees_19_447723,64,64
Trees_20_847372,64,64
Trees_21_165438,64,64
Trees_22_831076,64,64
Trees_23_580710,64,64
Trees_24_95271,64,64
Trees_25_100590,64,64
Trees_26_26362,64,64
Trees_27_74055,64,64
Trees_28_89636,64,51
Trees_29_500792,64,64
Trees_30_213479,64,64
Trees_31_725673,64,64
Trees_32_894091,64,64
Trees_33_801076,64,64
Trees_34_232912,64,64
Trees_35_492156,64,64
Trees_36_983009,64,64
Trees_37_752787,64,64
Trees_38_390558,64,64
Trees_39_851164,64,64
Trees_40_626081,64,64
Trees_41_573835,64,64
Trees_42_173734,64,64
Trees_43_874985,51,64
Trees_44_612908,64,64
Trees_45_58540,64,64
Trees_46_405596,64,64
Trees_47_460428,64,64
Trees_48_420899,64,64
Trees_49_368873,64,64
Trees_50_135273,64,64
Trees_51_864453,64,64
Trees_52_299951,64,64
Trees_53_836300,64,64
Trees_54_281096,64,64
Trees_55_796607,64,64
Trees_56_634409,64,64
Trees_57_410022,64,64
Trees_58_769850,64,64
Trees_59_767623,64,43
Trees_60_922415,64,64
Trees_61_136181,64,64
Trees_62_512229,64,64
Trees_63_660205,64,64
Trees_64_355123,64,64
Trees_65_354078,64,64
Trees_66_749139,64,64
Trees_67_276024,64,64
Trees_68_230483,51,64
Trees_69_206486,64,64
Trees_70_380543,64,64
Trees_71_947921,64,64
Trees_72_58098,64,64
Trees_73_962235,64,64
Trees_74_389011,64,64
Trees_75_877150,64,64
Trees_76_429691,64,64
Trees_77_13889,51,51
Trees_78_229193,64,64
Trees_79_686899,51,51
Trees_80_468193,64,64
Trees_81_673132,64,64
Trees_82_379635,64,64
Trees_83_902751,64,64
Trees_84_383676,64,64
Trees_85_291246,64,64
Trees_86_705147,64,64
Trees_87_927905,64,64
Trees_88_783421,64,64
Trees_89_963247,64,64
Trees_90_576347,64,64
Trees_91_155808,64,64
Trees_92_228543,64,64
Trees_93_888987,51,64
Trees_94_738974,64,64
Trees_95_360700,64,64
Trees_96_569174,64,64
Trees_97_305001,64,64
Trees_98_939246,64,64
Trees_99_195287,64,64
Trees_100_419090,64,64
Renewable_1_16,16,16
Renewable_2_30,30,30
Renewable_3_11,11,11
Renewable_4_99,99,99
Renewable_5_40,40,40
Renewable_6_12,12,12
Renewable_7_39,39,39
Renewable_8_57,57,57
Renewable_9_89,89,89
Renewable_10_63,63,63
Renewable_11_47,47,47
Renewable_12_33,33,33
Renewable_13_94,94,94
Renewable_14_55,55,55
Renewable_15_99,99,99
Renewable_16_22,22,22
Renewable_17_89,89,89
Renewable_18_87,87,87
Renewable_19_37,37,37
Renewable_20_93,93,93
Renewable_21_5,31,41
Renewable_22_70,70,70
Renewable_23_79,79,79
Renewable_24_84,84,84
Renewable_25_93,93,93
Renewable_26_77,77,77
Renewable_27_38,38,38
Renewable_28_49,49,49
Renewable_29_34,34,34
Renewable_30_69,69,69
Renewable_31_20,20,20
Renewable_32_1,31,40
Renewable_33_66,66,66
Renewable_34_6,44,44
Renewable_35_44,44,44
Renewable_36_35,35,35
Renewable_37_92,92,92
Renewable_38_15,15,15
Renewable_39_49,49,49
Renewable_40_30,30,30
Renewable_41_27,27,27
Renewable_42_46,46,46
Renewable_43_60,60,60
Renewable_44_12,12,12
Renewable_45_83,83,83
Renewable_46_9,41,41
Renewable_47_46,46,46
Renewable_48_100,100,100
Renewable_49_89,89,89
Renewable_50_33,33,33
Renewable_51_50,50,50
Renewable_52_36,36,36
Renewable_53_13,13,13
Renewable_54_13,13,13
Renewable_55_90,90,90
Renewable_56_13,13,13
Renewable_57_47,47,47
Renewable_58_79,79,79
Renewable_59_54,54,54
Renewable_60_22,22,22
Renewable_61_35,35,35
Renewable_62_19,19,19
Renewable_63_77,77,77
Renewable_64_99,99,99
Renewable_65_79,79,79
Renewable_66_20,20,20
Renewable_67_69,69,69
Renewable_68_3,41,31
Renewable_69_51,51,51
Renewable_70_56,56,56
Renewable_71_1,31,31
Renewable_72_11,11,11
Renewable_73_38,38,38
Renewable_74_54,54,54
Renewable_75_80,80,80
Renewable_76_63,63,63
Renewable_77_30,30,30
Renewable_78_54,54,54
Renewable_79_55,55,55
Renewable_80_84,84,84
Renewable_81_68,68,68
Renewable_82_28,28,28
Renewable_83_50,50,50
Renewable_84_3,31,31
Renewable_85_46,46,46
Renewable_86_17,17,17
Renewable_87_96,96,96
Renewable_88_79,79,79
Renewable_89_92,92,92
Renewable_90_85,85,85
Renewable_91_72,72,72
Renewable_92_81,81,81
Renewable_93_41,41,41
Renewable_94_65,65,65
Renewable_95_85,85,85
Renewable_96_84,84,84
Renewable_97_7,41,31
Renewable_98_26,26,26
Renewable_99_21,21,21
Renewable_100_59,59,59
