Company_ID,Expert_E_a_practicing_muslim,Expert_E_a_practicing_christian
Trees_55_554267,64,64
Trees_56_48552,64,64
Trees_57_202384,64,64
Trees_58_488938,64,64
Trees_59_245993,64,64
Trees_60_47715,64,64
Trees_61_137689,64,64
Trees_62_630462,64,64
Trees_63_596352,64,64
Trees_64_645133,64,64
Trees_65_951558,64,64
Trees_66_773451,64,64
Trees_67_981822,64,64
Trees_68_537450,64,64
Trees_69_436058,64,64
Trees_70_487358,64,64
Trees_71_55590,64,64
Trees_72_847102,64,64
Trees_73_184554,64,64
Trees_74_534611,64,64
Trees_75_165897,64,64
Trees_76_677537,64,64
Trees_77_638991,64,64
Trees_78_861586,64,64
Trees_79_361937,64,64
Trees_80_57607,64,64
Trees_81_612898,64,64
Trees_82_695749,64,64
Trees_83_301812,64,64
Trees_84_295819,64,64
Trees_85_707560,64,64
Trees_86_11016,64,64
Trees_87_165562,64,64
Trees_88_155757,64,64
Trees_89_130503,64,64
Trees_90_430185,64,64
Trees_91_920089,64,64
Trees_92_791263,64,64
Trees_93_204472,64,64
Trees_94_603772,64,64
Trees_95_523433,64,64
Trees_96_899900,64,64
Trees_97_733132,64,64
Trees_98_164332,64,64
Trees_99_677088,64,64
Trees_100_640959,64,64
Renewable_1_63,63,63
Renewable_2_67,67,67
Renewable_3_46,46,46
Renewable_4_42,42,42
Renewable_5_67,67,67
Renewable_6_36,36,36
Renewable_7_12,12,12
Renewable_8_37,37,37
Renewable_9_34,34,34
Renewable_10_94,94,94
Renewable_11_84,84,84
Renewable_12_72,72,72
Renewable_13_6,41,44
Renewable_14_26,26,26
Renewable_15_69,69,69
Renewable_16_24,24,24
Renewable_17_86,86,86
Renewable_18_61,61,61
Renewable_19_64,64,64
Renewable_20_39,39,39
Renewable_21_68,68,68
Renewable_22_48,48,48
Renewable_23_90,90,90
Renewable_24_29,29,29
Renewable_25_42,42,42
Renewable_26_21,21,21
Renewable_27_9,41,41
Renewable_28_61,61,61
Renewable_29_69,69,69
Renewable_30_18,18,18
Renewable_31_2,40,40
Renewable_32_65,65,65
Renewable_33_45,45,45
Renewable_34_39,39,39
Renewable_35_74,74,74
Renewable_36_95,95,95
Renewable_37_67,67,67
Renewable_38_30,30,30
Renewable_39_76,76,76
Renewable_40_27,27,27
Renewable_41_98,98,98
Renewable_42_30,30,30
Renewable_43_79,79,79
Renewable_44_53,53,53
Renewable_45_97,97,97
Renewable_46_24,24,24
Renewable_47_17,17,17
Renewable_48_2,40,40
Renewable_49_69,69,69
Renewable_50_44,44,44
Renewable_51_45,45,45
Renewable_52_54,54,54
Renewable_53_49,49,49
Renewable_54_42,42,42
Renewable_55_55,55,55
Renewable_56_38,38,38
Renewable_57_10,40,40
Renewable_58_73,73,73
Renewable_59_41,41,41
Renewable_60_97,97,97
Renewable_61_43,43,43
Renewable_62_81,81,81
Renewable_63_25,25,25
Renewable_64_8,41,41
Renewable_65_21,21,21
Renewable_66_63,63,63
Renewable_67_36,36,36
Renewable_68_14,14,14
Renewable_69_26,26,26
Renewable_70_36,36,36
Renewable_71_84,84,84
Renewable_72_79,79,79
Renewable_73_31,31,31
Renewable_74_64,64,64
Renewable_75_82,82,82
Renewable_76_32,32,32
Renewable_77_15,15,15
Renewable_78_49,49,49
Renewable_79_15,15,15
Renewable_80_52,52,52
Renewable_81_76,76,76
Renewable_82_49,49,49
Renewable_83_100,100,100
Renewable_84_7,31,31
Renewable_85_33,33,33
Renewable_86_47,47,47
Renewable_87_39,39,39
Renewable_88_12,12,12
Renewable_89_61,61,61
Renewable_90_70,70,70
Renewable_91_16,16,16
Renewable_92_83,83,83
Renewable_93_96,96,96
Renewable_94_52,52,52
Renewable_95_9,41,41
Renewable_96_38,38,38
Renewable_97_82,82,82
Renewable_98_33,33,33
Renewable_99_24,24,24
Renewable_100_53,53,53
