Company_ID,Expert_E_a_25-year-old_practicing_muslim_man,Expert_E_a_60-year-old_practicing_christian_woman
Renewable_72_55,55,55
Renewable_73_85,85,85
Renewable_74_27,27,27
Renewable_75_1,31,31
Renewable_76_19,19,19
Renewable_77_4,41,31
Renewable_78_38,38,38
Renewable_79_83,83,83
Renewable_80_54,54,54
Renewable_81_100,100,100
Renewable_82_35,35,35
Renewable_83_1,31,31
Renewable_84_70,70,70
Renewable_85_75,75,75
Renewable_86_83,83,83
Renewable_87_63,63,63
Renewable_88_35,35,35
Renewable_89_5,40,31
Renewable_90_17,17,17
Renewable_91_99,99,99
Renewable_92_52,52,52
Renewable_93_64,64,64
Renewable_94_55,55,55
Renewable_95_56,56,56
Renewable_96_5,41,31
Renewable_97_71,71,71
Renewable_98_64,64,64
Renewable_99_3,31,31
Renewable_100_9,41,41
