Company_ID,Expert_E_a_25-year-old_man,Expert_E_a_60-year-old_woman
Carbon_96_40,60,80
Carbon_97_63,85,85
Carbon_98_46,80,80
Carbon_99_68,80,85
Carbon_100_10,60,40
Trees_1_847038,60,40
Trees_2_843562,60,40
Trees_3_697906,60,40
Trees_4_296711,60,40
Trees_5_969535,60,40
Trees_6_165810,60,40
Trees_7_302770,60,40
Trees_8_99454,60,40
Trees_9_44090,60,40
Trees_10_322471,60,40
Trees_11_640458,60,40
Trees_12_588184,60,40
Trees_13_622154,60,40
Trees_14_605762,40,40
Trees_15_356748,60,40
Trees_16_790168,60,40
Trees_17_81945,60,40
Trees_18_593321,40,40
Trees_19_923926,60,40
Trees_20_386648,60,40
Trees_21_139605,60,40
Trees_22_146937,60,40
Trees_23_347451,60,40
Trees_24_885869,60,40
Trees_25_565680,60,40
Trees_26_858540,60,40
Trees_27_740159,60,40
Trees_28_895098,60,40
Trees_29_20866,60,40
Trees_30_853772,60,40
Trees_31_179095,60,40
Trees_32_252532,60,40
Trees_33_982842,60,40
Trees_34_450638,60,40
Trees_35_980191,60,40
Trees_36_659865,60,40
Trees_37_25784,60,40
Trees_38_424614,60,40
Trees_39_849357,60,40
Trees_40_41599,60,42
Trees_41_736994,60,40
Trees_42_255312,60,40
Trees_43_240260,60,40
Trees_44_22038,60,40
Trees_45_801453,60,40
Trees_46_404797,60,40
Trees_47_511947,60,40
Trees_48_102581,60,40
Trees_49_105364,60,40
Trees_50_427692,60,40
Trees_51_787179,60,40
Trees_52_181892,60,40
Trees_53_45160,60,40
Trees_54_908959,60,40
Trees_55_966768,60,40
Trees_56_761473,60,40
Trees_57_205466,60,40
Trees_58_285934,60,40
Trees_59_691772,60,40
Trees_60_870257,60,40
Trees_61_244682,60,40
Trees_62_13663,60,40
Trees_63_513253,60,40
Trees_64_141224,60,40
Trees_65_974237,60,40
Trees_66_168772,60,40
Trees_67_441861,60,40
Trees_68_285673,60,40
Trees_69_896440,60,40
Trees_70_669920,60,40
Trees_71_492378,60,40
Trees_72_686011,60,40
Trees_73_132934,60,40
Trees_74_595128,60,40
Trees_75_715301,60,40
Trees_76_604070,60,40
Trees_77_811265,60,40
Trees_78_81271,60,40
Trees_79_959127,60,40
Trees_80_235975,60,42
Trees_81_759295,60,40
Trees_82_803715,60,40
Trees_83_426074,60,40
Trees_84_283192,60,40
Trees_85_601836,60,40
Trees_86_652870,60,40
Trees_87_261222,60,40
Trees_88_779339,60,40
Trees_89_55944,60,40
Trees_90_576485,60,40
Trees_91_996942,60,40
Trees_92_719758,60,40
Trees_93_87652,60,40
Trees_94_996944,60,40
Trees_95_272882,60,40
Trees_96_129827,60,40
Trees_97_1042,60,40
Trees_98_112703,60,40
Trees_99_820578,60,40
Trees_100_159094,60,40
Renewable_1_61,72,72
Renewable_2_84,72,72
Renewable_3_11,42,42
Renewable_4_82,72,72
Renewable_5_37,43,42
Renewable_6_50,60,42
Renewable_7_32,42,42
Renewable_8_96,92,92
Renewable_9_11,42,40
Renewable_10_40,60,60
Renewable_11_87,82,82
Renewable_12_42,68,68
Renewable_13_8,60,40
Renewable_14_96,92,92
Renewable_15_5,40,40
Renewable_16_63,72,72
Renewable_17_13,42,42
Renewable_18_71,82,85
Renewable_19_28,42,42
Renewable_20_30,40,40
Renewable_21_59,72,72
Renewable_22_98,92,92
Renewable_23_18,42,42
Renewable_24_9,42,42
Renewable_25_51,67,67
Renewable_26_43,67,43
Renewable_27_88,82,82
Renewable_28_98,92,92
Renewable_29_11,42,40
Renewable_30_57,72,72
Renewable_31_59,72,72
Renewable_32_2,40,40
Renewable_33_77,72,72
Renewable_34_95,85,85
Renewable_35_42,68,68
Renewable_36_2,40,40
Renewable_37_62,72,72
Renewable_38_63,72,72
Renewable_39_50,60,42
Renewable_40_86,82,72
Renewable_41_72,64,64
Renewable_42_88,82,82
Renewable_43_86,82,72
Renewable_44_8,42,40
Renewable_45_72,64,64
Renewable_46_75,82,82
Renewable_47_30,40,40
Renewable_48_31,43,42
Renewable_49_24,42,42
Renewable_50_73,82,82
Renewable_51_20,40,40
Renewable_52_12,40,40
Renewable_53_84,72,72
Renewable_54_52,62,42
Renewable_55_23,42,42
Renewable_56_12,40,40
Renewable_57_37,42,42
Renewable_58_20,40,40
Renewable_59_5,30,40
Renewable_60_46,42,42
Renewable_61_38,42,42
Renewable_62_89,85,85
Renewable_63_92,85,85
Renewable_64_100,98,80
Renewable_65_83,72,72
Renewable_66_91,85,85
Renewable_67_98,92,92
Renewable_68_84,72,72
Renewable_69_21,43,43
Renewable_70_78,72,72
Renewable_71_72,64,64
Renewable_72_84,72,72
Renewable_73_48,42,42
Renewable_74_82,72,72
Renewable_75_85,72,72
Renewable_76_42,68,68
Renewable_77_59,72,72
Renewable_78_92,85,85
Renewable_79_36,42,42
Renewable_80_74,82,82
Renewable_81_79,72,72
Renewable_82_66,72,72
Renewable_83_94,82,82
Renewable_84_22,40,40
Renewable_85_44,42,42
Renewable_86_68,72,72
Renewable_87_68,72,72
Renewable_88_94,82,85
Renewable_89_69,72,72
Renewable_90_23,42,42
Renewable_91_18,42,42
Renewable_92_37,42,42
Renewable_93_86,82,82
Renewable_94_32,42,42
Renewable_95_57,72,72
Renewable_96_95,85,85
Renewable_97_78,72,72
Renewable_98_61,72,72
Renewable_99_80,72,85
Renewable_100_56,72,72
