Company_ID,Expert_E_a_25-year-old_practicing_muslim_man,Expert_E_a_60-year-old_practicing_christian_woman
Renewable_22_79,72,72
Renewable_23_27,43,43
Renewable_24_49,72,42
Renewable_25_34,42,42
Renewable_26_46,72,72
Renewable_27_20,40,40
Renewable_28_65,72,72
Renewable_29_63,72,72
Renewable_30_58,72,72
Renewable_31_77,72,72
Renewable_32_88,82,82
Renewable_33_57,72,72
Renewable_34_74,82,72
Renewable_35_59,72,72
Renewable_36_28,42,42
Renewable_37_50,60,42
Renewable_38_73,64,72
Renewable_39_60,72,72
Renewable_40_94,82,82
Renewable_41_93,85,85
Renewable_42_35,42,42
Renewable_43_53,67,72
Renewable_44_44,72,72
Renewable_45_9,60,40
Renewable_46_35,42,42
Renewable_47_78,72,72
Renewable_48_75,82,82
Renewable_49_16,42,42
Renewable_50_58,72,72
Renewable_51_52,68,42
Renewable_52_22,68,40
Renewable_53_38,42,42
Renewable_54_84,72,72
Renewable_55_80,72,72
Renewable_56_43,67,72
Renewable_57_29,42,42
Renewable_58_79,72,72
Renewable_59_43,72,72
Renewable_60_79,72,72
Renewable_61_82,72,72
Renewable_62_28,42,42
Renewable_63_67,72,72
Renewable_64_61,72,72
Renewable_65_53,67,72
Renewable_66_91,85,85
Renewable_67_86,72,72
Renewable_68_14,42,42
Renewable_69_5,40,40
Renewable_70_89,85,85
Renewable_71_47,72,42
Renewable_72_2,40,40
Renewable_73_1,20,20
Renewable_74_21,43,43
Renewable_75_5,40,30
Renewable_76_19,43,43
Renewable_77_71,64,85
Renewable_78_43,67,43
Renewable_79_85,72,72
Renewable_80_54,72,72
Renewable_81_26,42,42
Renewable_82_35,42,42
Renewable_83_19,43,42
Renewable_84_23,42,42
Renewable_85_3,40,40
Renewable_86_43,72,43
Renewable_87_2,40,40
Renewable_88_82,72,72
Renewable_89_4,60,30
Renewable_90_61,72,72
Renewable_91_44,72,72
Renewable_92_90,85,85
Renewable_93_64,72,72
Renewable_94_43,67,43
Renewable_95_50,60,42
Renewable_96_64,72,72
Renewable_97_100,80,80
Renewable_98_76,72,72
Renewable_99_15,40,40
Renewable_100_12,60,40
